I;11561;132.0 deg;20.0 uSH;Cao;2.0 deg;3;Beta;12;15;2012-08-31
I;11562;92.0 deg;10.0 uSH;Axx;1.0 deg;1;Alpha;16;56;2012-08-31
I;11563;78.0 deg;10.0 uSH;Axx;1.0 deg;1;Alpha;25;71;2012-08-31
IA;11552;212.0 deg;0.0 uSH;--;0.0 deg;--;--;17;63;2012-08-31
IA;11557;153.0 deg;0.0 uSH;--;0.0 deg;--;--;17;4;2012-08-31
IA;11558;112.0 deg;0.0 uSH;--;0.0 deg;--;--;13;37;2012-08-31
II;11542;54.0 deg;0.0 uSH;--;0.0 deg;--;--;11;0;2012-08-31
II;11543;33.0 deg;0.0 uSH;--;0.0 deg;--;--;24;0;2012-08-31
I;11553;182.0 deg;180.0 uSH;Dao;5.0 deg;9;Beta;21;47;2012-09-01
I;11554;214.0 deg;160.0 uSH;Dao;7.0 deg;9;Beta;15;79;2012-09-01
I;11555;147.0 deg;30.0 uSH;Cso;6.0 deg;4;Beta;8;12;2012-09-01
I;11559;111.0 deg;10.0 uSH;Axx;2.0 deg;1;Alpha;17;24;2012-09-01
I;11560;125.0 deg;180.0 uSH;Dai;6.0 deg;15;Beta-Gamma;4;9;2012-09-01
I;11561;132.0 deg;40.0 uSH;Dso;6.0 deg;7;Beta;11;3;2012-09-01
I;11562;95.0 deg;30.0 uSH;Cri;5.0 deg;2;Beta;15;40;2012-09-01
I;11563;77.0 deg;40.0 uSH;Dso;8.0 deg;4;Beta;24;58;2012-09-01
I;11564;65.0 deg;60.0 uSH;Dao;5.0 deg;3;Beta;13;70;2012-09-01
IA;11552;213.0 deg;0.0 uSH;--;0.0 deg;--;--;17;77;2012-09-01
IA;11557;154.0 deg;0.0 uSH;--;0.0 deg;--;--;17;18;2012-09-01
IA;11558;112.0 deg;0.0 uSH;--;0.0 deg;--;--;13;24;2012-09-01
II;11543;33.0 deg;0.0 uSH;--;0.0 deg;--;--;24;0;2012-09-01
I;11553;179.0 deg;150.0 uSH;Dai;5.0 deg;8;Beta;22;57;2012-09-02
I;11554;216.0 deg;160.0 uSH;Dao;9.0 deg;4;Beta;15;94;2012-09-02
I;11560;127.0 deg;220.0 uSH;Dai;8.0 deg;19;Beta-Gamma;3;5;2012-09-02
I;11561;132.0 deg;30.0 uSH;Dao;5.0 deg;2;Beta;12;10;2012-09-02
I;11562;96.0 deg;20.0 uSH;Dao;6.0 deg;4;Beta;16;25;2012-09-02
I;11563;78.0 deg;70.0 uSH;Dso;7.0 deg;4;Beta;25;43;2012-09-02
I;11564;66.0 deg;90.0 uSH;Dao;8.0 deg;9;Beta;14;56;2012-09-02
IA;11555;149.0 deg;0.0 uSH;--;0.0 deg;--;--;8;26;2012-09-02
IA;11557;155.0 deg;0.0 uSH;--;0.0 deg;--;--;17;32;2012-09-02
IA;11558;113.0 deg;0.0 uSH;--;0.0 deg;--;--;13;10;2012-09-02
IA;11559;113.0 deg;0.0 uSH;--;0.0 deg;--;--;17;10;2012-09-02
II;11543;32.0 deg;0.0 uSH;--;0.0 deg;--;--;23;0;2012-09-02
II;11550;5.0 deg;0.0 uSH;--;0.0 deg;--;--;11;0;2012-09-02
I;11553;179.0 deg;140.0 uSH;Dai;7.0 deg;5;Beta;22;69;2012-09-03
I;11560;126.0 deg;260.0 uSH;Ehi;11.0 deg;21;Beta-Gamma;3;17;2012-09-03
I;11561;131.0 deg;20.0 uSH;Cao;6.0 deg;2;Beta;12;23;2012-09-03
I;11562;99.0 deg;20.0 uSH;Cso;5.0 deg;3;Beta;17;10;2012-09-03
I;11563;81.0 deg;50.0 uSH;Dao;7.0 deg;4;Beta;26;29;2012-09-03
I;11564;68.0 deg;150.0 uSH;Dao;10.0 deg;13;Beta;15;41;2012-09-03
IA;11555;149.0 deg;0.0 uSH;--;0.0 deg;--;--;8;40;2012-09-03
IA;11557;155.0 deg;0.0 uSH;--;0.0 deg;--;--;17;46;2012-09-03
IA;11558;113.0 deg;0.0 uSH;--;0.0 deg;--;--;13;4;2012-09-03
IA;11559;113.0 deg;0.0 uSH;--;0.0 deg;--;--;17;4;2012-09-03
II;11550;5.0 deg;0.0 uSH;--;0.0 deg;--;--;11;0;2012-09-03
I;11553;177.0 deg;90.0 uSH;Dso;3.0 deg;3;Beta;21;82;2012-09-04
I;11558;118.0 deg;10.0 uSH;Axx;2.0 deg;3;Alpha;13;23;2012-09-04
I;11560;128.0 deg;350.0 uSH;Eki;13.0 deg;23;Beta-Gamma-Delta;3;33;2012-09-04
I;11561;135.0 deg;10.0 uSH;Hrx;1.0 deg;3;Alpha;10;40;2012-09-04
I;11562;103.0 deg;10.0 uSH;Bxi;3.0 deg;3;Beta;19;7;2012-09-04
I;11563;80.0 deg;70.0 uSH;Dro;8.0 deg;5;Beta;26;15;2012-09-04
I;11564;69.0 deg;220.0 uSH;Esi;12.0 deg;19;Beta-Gamma;16;26;2012-09-04
I;11565;74.0 deg;40.0 uSH;Dao;7.0 deg;6;Beta;11;21;2012-09-04
I;11566;20.0 deg;60.0 uSH;Hax;1.0 deg;1;Alpha;24;76;2012-09-04
IA;11555;150.0 deg;0.0 uSH;--;0.0 deg;--;--;8;54;2012-09-04
IA;11557;156.0 deg;0.0 uSH;--;0.0 deg;--;--;17;60;2012-09-04
IA;11559;113.0 deg;0.0 uSH;--;0.0 deg;--;--;17;18;2012-09-04
II;11550;5.0 deg;0.0 uSH;--;0.0 deg;--;--;11;0;2012-09-04
I;11559;112.0 deg;50.0 uSH;Dso;7.0 deg;7;Beta;15;30;2012-09-05
I;11560;129.0 deg;170.0 uSH;Eai;11.0 deg;15;Beta-Gamma-Delta;4;47;2012-09-05
I;11561;136.0 deg;10.0 uSH;Axx;3.0 deg;2;Alpha;10;54;2012-09-05
I;11562;104.0 deg;50.0 uSH;Dso;4.0 deg;6;Beta;20;22;2012-09-05
I;11563;80.0 deg;10.0 uSH;Bxo;8.0 deg;5;Beta;24;3;2012-09-05
I;11564;68.0 deg;160.0 uSH;Esi;13.0 deg;29;Beta-Gamma;14;14;2012-09-05
I;11565;75.0 deg;80.0 uSH;Dso;4.0 deg;5;Beta;10;7;2012-09-05
I;11566;18.0 deg;60.0 uSH;Hax;5.0 deg;1;Alpha;22;64;2012-09-05
IA;11555;151.0 deg;0.0 uSH;--;0.0 deg;--;--;8;68;2012-09-05
IA;11557;157.0 deg;0.0 uSH;--;0.0 deg;--;--;17;74;2012-09-05
IA;11558;120.0 deg;0.0 uSH;--;0.0 deg;--;--;13;37;2012-09-05
I;11560;128.0 deg;230.0 uSH;Eai;11.0 deg;13;Beta-Gamma-Delta;4;58;2012-09-06
I;11562;104.0 deg;70.0 uSH;Dso;5.0 deg;5;Beta;21;35;2012-09-06
I;11564;68.0 deg;270.0 uSH;Esi;12.0 deg;32;Beta-Gamma;14;1;2012-09-06
I;11565;74.0 deg;40.0 uSH;Dso;4.0 deg;4;Beta;10;5;2012-09-06
I;11566;18.0 deg;60.0 uSH;Hsx;4.0 deg;1;Alpha;22;50;2012-09-06
IA;11555;152.0 deg;0.0 uSH;--;0.0 deg;--;--;8;82;2012-09-06
IA;11557;158.0 deg;0.0 uSH;--;0.0 deg;--;--;17;88;2012-09-06
IA;11558;121.0 deg;0.0 uSH;--;0.0 deg;--;--;13;51;2012-09-06
IA;11559;114.0 deg;0.0 uSH;--;0.0 deg;--;--;15;44;2012-09-06
IA;11561;138.0 deg;0.0 uSH;--;0.0 deg;--;--;10;68;2012-09-06
IA;11563;80.0 deg;0.0 uSH;--;0.0 deg;--;--;24;10;2012-09-06
I;11559;112.0 deg;10.0 uSH;Bxo;2.0 deg;3;Beta;13;55;2012-09-07
I;11560;129.0 deg;160.0 uSH;Eai;13.0 deg;10;Beta-Gamma;4;73;2012-09-07
I;11562;104.0 deg;100.0 uSH;Dso;7.0 deg;7;Beta;22;48;2012-09-07
I;11564;70.0 deg;180.0 uSH;Esi;13.0 deg;25;Beta;14;13;2012-09-07
I;11565;75.0 deg;30.0 uSH;Cso;4.0 deg;5;Beta;10;19;2012-09-07
I;11566;18.0 deg;70.0 uSH;Hsx;3.0 deg;2;Alpha;22;39;2012-09-07
IA;11558;122.0 deg;0.0 uSH;--;0.0 deg;--;--;13;65;2012-09-07
IA;11561;139.0 deg;0.0 uSH;--;0.0 deg;--;--;10;82;2012-09-07
IA;11563;81.0 deg;0.0 uSH;--;0.0 deg;--;--;24;24;2012-09-07
I;11560;131.0 deg;10.0 uSH;Bxo;2.0 deg;2;Beta;5;89;2012-09-08
I;11562;106.0 deg;340.0 uSH;Dho;9.0 deg;6;Beta;20;63;2012-09-08
I;11564;71.0 deg;200.0 uSH;Esi;13.0 deg;35;Beta;13;28;2012-09-08
I;11565;74.0 deg;10.0 uSH;Axx;2.0 deg;3;Alpha;11;32;2012-09-08
I;11566;16.0 deg;70.0 uSH;Cao;1.0 deg;2;Beta;23;26;2012-09-08
I;11567;347.0 deg;10.0 uSH;Bxo;2.0 deg;2;Beta;17;56;2012-09-08
IA;11558;122.0 deg;0.0 uSH;--;0.0 deg;--;--;13;79;2012-09-08
IA;11559;112.0 deg;0.0 uSH;--;0.0 deg;--;--;13;69;2012-09-08
IA;11563;81.0 deg;0.0 uSH;--;0.0 deg;--;--;24;37;2012-09-08
II;11556;284.0 deg;0.0 uSH;--;0.0 deg;--;--;12;0;2012-09-08
II;11546;277.0 deg;0.0 uSH;--;0.0 deg;--;--;17;0;2012-09-08
I;11562;107.0 deg;220.0 uSH;Dao;9.0 deg;6;Beta;21;77;2012-09-09
I;11564;69.0 deg;140.0 uSH;Eai;12.0 deg;19;Beta-Gamma;13;39;2012-09-09
I;11566;17.0 deg;60.0 uSH;Hsx;2.0 deg;1;Alpha;22;12;2012-09-09
I;11567;350.0 deg;50.0 uSH;Dao;5.0 deg;4;Beta;17;39;2012-09-09
IA;11559;113.0 deg;0.0 uSH;--;0.0 deg;--;--;13;83;2012-09-09
IA;11563;81.0 deg;0.0 uSH;--;0.0 deg;--;--;24;51;2012-09-09
IA;11565;76.0 deg;0.0 uSH;--;0.0 deg;--;--;11;46;2012-09-09
II;11556;284.0 deg;0.0 uSH;--;0.0 deg;--;--;12;0;2012-09-09
II;11546;277.0 deg;0.0 uSH;--;0.0 deg;--;--;17;0;2012-09-09
I;11562;105.0 deg;120.0 uSH;Dao;2.0 deg;1;Beta;21;88;2012-09-10
I;11564;70.0 deg;140.0 uSH;Eai;12.0 deg;19;Beta-Gamma;13;53;2012-09-10
I;11566;15.0 deg;60.0 uSH;Hsx;2.0 deg;1;Alpha;23;1;2012-09-10
I;11567;349.0 deg;50.0 uSH;Dao;7.0 deg;8;Beta;17;27;2012-09-10
I;11568;44.0 deg;50.0 uSH;Dso;3.0 deg;8;Beta-Gamma;11;28;2012-09-10
IA;11563;82.0 deg;0.0 uSH;--;0.0 deg;--;--;24;65;2012-09-10
IA;11565;77.0 deg;0.0 uSH;--;0.0 deg;--;--;11;60;2012-09-10
II;11556;284.0 deg;0.0 uSH;--;0.0 deg;--;--;12;0;2012-09-10
II;11546;277.0 deg;0.0 uSH;--;0.0 deg;--;--;17;0;2012-09-10
I;11564;72.0 deg;120.0 uSH;Dao;6.0 deg;4;Beta;12;69;2012-09-11
I;11566;15.0 deg;60.0 uSH;Hsx;1.0 deg;1;Alpha;23;12;2012-09-11
I;11567;348.0 deg;10.0 uSH;Bxo;7.0 deg;2;Beta;16;14;2012-09-11
I;11568;43.0 deg;30.0 uSH;Dro;5.0 deg;4;Beta;11;40;2012-09-11
I;11569;298.0 deg;30.0 uSH;Hax;1.0 deg;1;Alpha;11;65;2012-09-11
IA;11563;83.0 deg;0.0 uSH;--;0.0 deg;--;--;24;79;2012-09-11
IA;11565;78.0 deg;0.0 uSH;--;0.0 deg;--;--;11;74;2012-09-11
I;11564;72.0 deg;110.0 uSH;Dao;9.0 deg;4;Beta;11;82;2012-09-12
I;11566;15.0 deg;40.0 uSH;Hsx;2.0 deg;3;Alpha;23;25;2012-09-12
I;11567;351.0 deg;30.0 uSH;Dso;9.0 deg;4;Beta;16;2;2012-09-12
I;11568;44.0 deg;50.0 uSH;Dso;5.0 deg;4;Beta;10;55;2012-09-12
I;11569;296.0 deg;160.0 uSH;Dao;10.0 deg;8;Beta;12;53;2012-09-12
IA;11565;79.0 deg;0.0 uSH;--;0.0 deg;--;--;11;88;2012-09-12
II;11554;230.0 deg;0.0 uSH;--;0.0 deg;--;--;15;0;2012-09-12
I;11566;16.0 deg;40.0 uSH;Hsx;2.0 deg;2;Alpha;23;39;2012-09-13
I;11568;45.0 deg;10.0 uSH;Axx;1.0 deg;2;Alpha;9;68;2012-09-13
I;11569;297.0 deg;200.0 uSH;Eso;12.0 deg;10;Beta;12;39;2012-09-13
I;11570;10.0 deg;20.0 uSH;Cso;2.0 deg;3;Beta;13;34;2012-09-13
I;11571;279.0 deg;110.0 uSH;Cso;6.0 deg;1;Beta;12;57;2012-09-13
IA;11567;353.0 deg;0.0 uSH;--;0.0 deg;--;--;16;16;2012-09-13
II;11554;230.0 deg;0.0 uSH;--;0.0 deg;--;--;15;0;2012-09-13
I;11566;15.0 deg;50.0 uSH;Hsx;1.0 deg;1;Alpha;23;51;2012-09-14
I;11569;296.0 deg;210.0 uSH;Eac;12.0 deg;10;Beta-Gamma;12;27;2012-09-14
I;11571;277.0 deg;130.0 uSH;Cso;8.0 deg;3;Beta;13;46;2012-09-14
IA;11567;354.0 deg;0.0 uSH;--;0.0 deg;--;--;16;30;2012-09-14
IA;11568;46.0 deg;0.0 uSH;--;0.0 deg;--;--;9;82;2012-09-14
IA;11570;12.0 deg;0.0 uSH;--;0.0 deg;--;--;13;48;2012-09-14
II;11554;230.0 deg;0.0 uSH;--;0.0 deg;--;--;15;0;2012-09-14
I;11566;15.0 deg;30.0 uSH;Hsx;2.0 deg;2;Alpha;22;65;2012-09-15
I;11569;296.0 deg;140.0 uSH;Eao;13.0 deg;10;Beta-Gamma;12;14;2012-09-15
I;11571;277.0 deg;100.0 uSH;Cso;6.0 deg;2;Beta;12;33;2012-09-15
IA;11567;355.0 deg;0.0 uSH;--;0.0 deg;--;--;16;44;2012-09-15
IA;11570;13.0 deg;0.0 uSH;--;0.0 deg;--;--;13;62;2012-09-15
II;11553;192.0 deg;0.0 uSH;--;0.0 deg;--;--;22;0;2012-09-15
I;11566;13.0 deg;10.0 uSH;Hrx;1.0 deg;1;Alpha;23;76;2012-09-16
I;11569;296.0 deg;180.0 uSH;Eso;12.0 deg;8;Beta-Gamma;12;0;2012-09-16
I;11571;277.0 deg;100.0 uSH;Cso;5.0 deg;3;Beta;13;19;2012-09-16
I;11572;7.0 deg;10.0 uSH;Axx;0.0 deg;1;Alpha;15;70;2012-09-16
IA;11567;356.0 deg;0.0 uSH;--;0.0 deg;--;--;16;58;2012-09-16
IA;11570;14.0 deg;0.0 uSH;--;0.0 deg;--;--;13;76;2012-09-16
II;11553;192.0 deg;0.0 uSH;--;0.0 deg;--;--;22;0;2012-09-16
I;11566;14.0 deg;10.0 uSH;Hrx;1.0 deg;1;Alpha;23;89;2012-09-17
I;11569;296.0 deg;120.0 uSH;Cso;12.0 deg;6;Beta;12;13;2012-09-17
I;11571;277.0 deg;90.0 uSH;Cso;7.0 deg;6;Beta;13;6;2012-09-17
I;11572;7.0 deg;10.0 uSH;Axx;0.0 deg;1;Alpha;16;83;2012-09-17
I;11573;222.0 deg;10.0 uSH;Axx;0.0 deg;1;Alpha;17;62;2012-09-17
I;11574;302.0 deg;0.0 uSH;Bxo;2.0 deg;2;Beta;25;17;2012-09-17
IA;11567;355.0 deg;0.0 uSH;--;0.0 deg;--;--;17;71;2012-09-17
IA;11570;15.0 deg;0.0 uSH;--;0.0 deg;--;--;13;90;2012-09-17
II;11553;192.0 deg;0.0 uSH;--;0.0 deg;--;--;22;0;2012-09-17
II;11561;156.0 deg;0.0 uSH;--;0.0 deg;--;--;10;0;2012-09-17
I;11569;297.0 deg;120.0 uSH;Cso;9.0 deg;3;Beta;12;26;2012-09-18
I;11571;279.0 deg;60.0 uSH;Hsx;2.0 deg;3;Alpha;13;8;2012-09-18
I;11573;222.0 deg;0.0 uSH;Axx;0.0 deg;1;Alpha;16;48;2012-09-18
I;11574;302.0 deg;40.0 uSH;Dso;3.0 deg;4;Beta;24;32;2012-09-18
IA;11567;356.0 deg;0.0 uSH;--;0.0 deg;--;--;17;85;2012-09-18
II;11561;156.0 deg;0.0 uSH;--;0.0 deg;--;--;10;0;2012-09-18
II;11560;148.0 deg;0.0 uSH;--;0.0 deg;--;--;4;0;2012-09-18
I;11569;298.0 deg;100.0 uSH;Cso;9.0 deg;4;Beta;12;40;2012-09-19
I;11571;279.0 deg;60.0 uSH;Hsx;2.0 deg;2;Alpha;13;21;2012-09-19
I;11573;221.0 deg;10.0 uSH;Bxo;3.0 deg;2;Beta;19;36;2012-09-19
I;11574;301.0 deg;20.0 uSH;Hsx;2.0 deg;1;Alpha;23;43;2012-09-19
I;11575;185.0 deg;140.0 uSH;Dao;4.0 deg;2;Beta;7;75;2012-09-19
II;11561;156.0 deg;0.0 uSH;--;0.0 deg;--;--;10;0;2012-09-19
II;11560;148.0 deg;0.0 uSH;--;0.0 deg;--;--;4;0;2012-09-19
II;11559;130.0 deg;0.0 uSH;--;0.0 deg;--;--;13;0;2012-09-19
I;11569;300.0 deg;100.0 uSH;Cso;3.0 deg;2;Beta;14;55;2012-09-20
I;11571;280.0 deg;30.0 uSH;Hsx;2.0 deg;1;Alpha;14;35;2012-09-20
I;11574;302.0 deg;20.0 uSH;Hsx;1.0 deg;1;Alpha;25;57;2012-09-20
I;11575;183.0 deg;220.0 uSH;Eao;12.0 deg;4;Beta;10;62;2012-09-20
I;11576;183.0 deg;50.0 uSH;Dso;9.0 deg;4;Beta;22;62;2012-09-20
IA;11573;223.0 deg;0.0 uSH;--;0.0 deg;--;--;19;22;2012-09-20
II;11560;148.0 deg;0.0 uSH;--;0.0 deg;--;--;4;0;2012-09-20
II;11559;130.0 deg;0.0 uSH;--;0.0 deg;--;--;13;0;2012-09-20
II;11562;121.0 deg;0.0 uSH;--;0.0 deg;--;--;21;0;2012-09-20
I;11569;300.0 deg;170.0 uSH;Hsx;2.0 deg;2;Alpha;12;70;2012-09-21
I;11571;278.0 deg;50.0 uSH;Cao;6.0 deg;3;Beta;14;46;2012-09-21
I;11574;302.0 deg;40.0 uSH;Cao;6.0 deg;4;Beta;22;70;2012-09-21
I;11575;182.0 deg;280.0 uSH;Eko;12.0 deg;6;Beta;7;50;2012-09-21
I;11576;180.0 deg;70.0 uSH;Dso;7.0 deg;3;Beta;21;52;2012-09-21
IA;11573;224.0 deg;0.0 uSH;--;0.0 deg;--;--;19;8;2012-09-21
II;11559;130.0 deg;0.0 uSH;--;0.0 deg;--;--;13;0;2012-09-21
II;11562;121.0 deg;0.0 uSH;--;0.0 deg;--;--;21;0;2012-09-21
I;11569;300.0 deg;80.0 uSH;Hsx;2.0 deg;1;Alpha;11;82;2012-09-22
I;11571;276.0 deg;10.0 uSH;Bxo;5.0 deg;3;Beta;13;59;2012-09-22
I;11573;221.0 deg;0.0 uSH;Axx;2.0 deg;2;Alpha;18;4;2012-09-22
I;11574;299.0 deg;30.0 uSH;Cro;4.0 deg;2;Beta;24;79;2012-09-22
I;11575;180.0 deg;250.0 uSH;Eko;12.0 deg;4;Beta;8;37;2012-09-22
I;11576;177.0 deg;50.0 uSH;Dso;6.0 deg;2;Beta;21;43;2012-09-22
II;11562;121.0 deg;0.0 uSH;--;0.0 deg;--;--;21;0;2012-09-22
I;11575;181.0 deg;320.0 uSH;Eko;12.0 deg;10;Beta-Gamma;8;24;2012-09-23
I;11576;175.0 deg;50.0 uSH;Dao;6.0 deg;2;Beta;21;30;2012-09-23
I;11577;162.0 deg;20.0 uSH;Cao;3.0 deg;4;Beta;8;43;2012-09-23
IA;11571;277.0 deg;0.0 uSH;--;0.0 deg;--;--;13;72;2012-09-23
IA;11573;222.0 deg;0.0 uSH;--;0.0 deg;--;--;18;17;2012-09-23
II;11564;89.0 deg;0.0 uSH;--;0.0 deg;--;--;11;0;2012-09-23
I;11575;181.0 deg;260.0 uSH;Eho;13.0 deg;13;Beta-Gamma;8;11;2012-09-24
I;11576;175.0 deg;50.0 uSH;Dso;6.0 deg;2;Beta;22;17;2012-09-24
I;11577;162.0 deg;100.0 uSH;Dai;6.0 deg;12;Beta;8;30;2012-09-24
IA;11571;278.0 deg;0.0 uSH;--;0.0 deg;--;--;13;86;2012-09-24
IA;11573;223.0 deg;0.0 uSH;--;0.0 deg;--;--;18;31;2012-09-24
II;11564;89.0 deg;0.0 uSH;--;0.0 deg;--;--;11;0;2012-09-24
II;11568;64.0 deg;0.0 uSH;--;0.0 deg;--;--;10;0;2012-09-24
I;11573;223.0 deg;10.0 uSH;Axx;1.0 deg;1;Alpha;15;44;2012-09-25
I;11575;182.0 deg;200.0 uSH;Eso;13.0 deg;13;Beta-Gamma;9;3;2012-09-25
I;11576;175.0 deg;40.0 uSH;Dso;7.0 deg;2;Beta;21;4;2012-09-25
I;11577;161.0 deg;80.0 uSH;Dao;8.0 deg;8;Beta;9;17;2012-09-25
I;11578;169.0 deg;20.0 uSH;Cro;3.0 deg;5;Beta;21;10;2012-09-25
I;11579;109.0 deg;120.0 uSH;Hax;3.0 deg;1;Alpha;9;70;2012-09-25
II;11564;89.0 deg;0.0 uSH;--;0.0 deg;--;--;11;0;2012-09-25
II;11568;64.0 deg;0.0 uSH;--;0.0 deg;--;--;10;0;2012-09-25
I;11573;222.0 deg;50.0 uSH;Cai;4.0 deg;8;Beta;15;56;2012-09-26
I;11575;182.0 deg;180.0 uSH;Eso;13.0 deg;11;Beta-Gamma;8;16;2012-09-26
I;11576;175.0 deg;30.0 uSH;Cro;7.0 deg;3;Beta;21;9;2012-09-26
I;11577;163.0 deg;60.0 uSH;Cso;8.0 deg;7;Beta;9;3;2012-09-26
I;11578;170.0 deg;10.0 uSH;Bxo;4.0 deg;3;Beta;21;4;2012-09-26
I;11579;108.0 deg;180.0 uSH;Cso;7.0 deg;3;Beta;9;58;2012-09-26
I;11580;99.0 deg;30.0 uSH;Cro;5.0 deg;3;Beta;17;67;2012-09-26
I;11581;163.0 deg;20.0 uSH;Cao;4.0 deg;3;Beta;22;3;2012-09-26
II;11568;64.0 deg;0.0 uSH;--;0.0 deg;--;--;10;0;2012-09-26
I;11573;222.0 deg;70.0 uSH;Cso;5.0 deg;8;Beta;16;69;2012-09-27
I;11575;182.0 deg;170.0 uSH;Dso;9.0 deg;7;Beta-Gamma;8;29;2012-09-27
I;11576;174.0 deg;10.0 uSH;Bxo;5.0 deg;2;Beta;20;21;2012-09-27
I;11577;165.0 deg;40.0 uSH;Dso;10.0 deg;5;Beta;9;12;2012-09-27
I;11579;108.0 deg;160.0 uSH;Cso;6.0 deg;3;Beta;9;45;2012-09-27
I;11580;100.0 deg;30.0 uSH;Cro;6.0 deg;4;Beta;17;53;2012-09-27
I;11581;163.0 deg;30.0 uSH;Cao;5.0 deg;3;Beta;22;10;2012-09-27
I;11582;85.0 deg;200.0 uSH;Hsx;4.0 deg;1;Alpha;12;68;2012-09-27
IA;11578;170.0 deg;0.0 uSH;--;0.0 deg;--;--;21;17;2012-09-27
II;11566;30.0 deg;0.0 uSH;--;0.0 deg;--;--;22;0;2012-09-27
II;11572;24.0 deg;0.0 uSH;--;0.0 deg;--;--;15;0;2012-09-27
I;11575;185.0 deg;130.0 uSH;Hax;3.0 deg;4;Alpha;9;46;2012-09-28
I;11576;174.0 deg;5.0 uSH;Axx;0.0 deg;1;Alpha;20;35;2012-09-28
I;11577;165.0 deg;15.0 uSH;Cso;4.0 deg;3;Beta;9;26;2012-09-28
I;11578;169.0 deg;5.0 uSH;Axx;1.0 deg;1;Alpha;21;31;2012-09-28
I;11579;106.0 deg;160.0 uSH;Hsx;3.0 deg;2;Alpha;10;33;2012-09-28
I;11580;100.0 deg;20.0 uSH;Cso;9.0 deg;3;Beta;17;40;2012-09-28
I;11581;163.0 deg;5.0 uSH;Axx;1.0 deg;2;Alpha;22;24;2012-09-28
I;11582;84.0 deg;260.0 uSH;Hhx;4.0 deg;1;Alpha;13;55;2012-09-28
IA;11573;222.0 deg;0.0 uSH;--;0.0 deg;--;--;16;83;2012-09-28
II;11566;30.0 deg;0.0 uSH;--;0.0 deg;--;--;22;0;2012-09-28
II;11572;24.0 deg;0.0 uSH;--;0.0 deg;--;--;16;0;2012-09-28
I;11575;186.0 deg;100.0 uSH;Hsx;6.0 deg;6;Alpha;8;60;2012-09-29
I;11576;173.0 deg;0.0 uSH;Axx;1.0 deg;1;Alpha;21;47;2012-09-29
I;11577;167.0 deg;10.0 uSH;Bxo;3.0 deg;4;Beta;8;41;2012-09-29
I;11579;106.0 deg;200.0 uSH;Cso;4.0 deg;3;Beta;9;20;2012-09-29
I;11580;98.0 deg;0.0 uSH;Axx;1.0 deg;2;Alpha;19;28;2012-09-29
I;11582;84.0 deg;280.0 uSH;Hhx;4.0 deg;1;Alpha;12;42;2012-09-29
IA;11578;171.0 deg;0.0 uSH;--;0.0 deg;--;--;21;45;2012-09-29
IA;11581;164.0 deg;0.0 uSH;--;0.0 deg;--;--;22;38;2012-09-29
II;11566;30.0 deg;0.0 uSH;--;0.0 deg;--;--;22;0;2012-09-29
II;11572;24.0 deg;0.0 uSH;--;0.0 deg;--;--;16;0;2012-09-29
I;11575;186.0 deg;100.0 uSH;Hsx;2.0 deg;1;Alpha;7;73;2012-09-30
I;11577;167.0 deg;90.0 uSH;Dao;6.0 deg;8;Beta;9;54;2012-09-30
I;11579;106.0 deg;190.0 uSH;Cso;5.0 deg;5;Beta;8;5;2012-09-30
I;11582;85.0 deg;360.0 uSH;Hhx;4.0 deg;1;Alpha;11;28;2012-09-30
I;11583;188.0 deg;90.0 uSH;Dso;8.0 deg;5;Beta;13;75;2012-09-30
IA;11576;174.0 deg;0.0 uSH;--;0.0 deg;--;--;21;61;2012-09-30
IA;11578;172.0 deg;0.0 uSH;--;0.0 deg;--;--;21;59;2012-09-30
IA;11580;99.0 deg;0.0 uSH;--;0.0 deg;--;--;19;14;2012-09-30
IA;11581;165.0 deg;0.0 uSH;--;0.0 deg;--;--;22;52;2012-09-30
II;11572;22.0 deg;0.0 uSH;--;0.0 deg;--;--;16;0;2012-09-30
I;11575;187.0 deg;100.0 uSH;Hsx;2.0 deg;1;Alpha;7;87;2012-10-01
I;11577;168.0 deg;90.0 uSH;Dao;6.0 deg;8;Beta;9;68;2012-10-01
I;11578;174.0 deg;10.0 uSH;Cao;4.0 deg;2;Beta;21;75;2012-10-01
I;11579;107.0 deg;180.0 uSH;Cso;2.0 deg;4;Beta;9;8;2012-10-01
I;11582;84.0 deg;350.0 uSH;Hhx;3.0 deg;1;Alpha;12;15;2012-10-01
I;11583;187.0 deg;90.0 uSH;Dso;5.0 deg;6;Beta;12;88;2012-10-01
I;11584;71.0 deg;10.0 uSH;Cao;2.0 deg;3;Beta;23;28;2012-10-01
IA;11576;175.0 deg;0.0 uSH;--;0.0 deg;--;--;21;75;2012-10-01
IA;11580;100.0 deg;0.0 uSH;--;0.0 deg;--;--;19;0;2012-10-01
IA;11581;166.0 deg;0.0 uSH;--;0.0 deg;--;--;22;66;2012-10-01
I;11577;169.0 deg;40.0 uSH;Dso;4.0 deg;1;Beta;9;82;2012-10-02
I;11578;174.0 deg;20.0 uSH;Hsx;3.0 deg;1;Alpha;21;88;2012-10-02
I;11579;107.0 deg;170.0 uSH;Cao;3.0 deg;2;Beta;9;21;2012-10-02
I;11582;84.0 deg;310.0 uSH;Hhx;4.0 deg;1;Alpha;11;2;2012-10-02
I;11584;70.0 deg;40.0 uSH;Dso;6.0 deg;4;Beta;23;16;2012-10-02
